--------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  C:\Users\Nathan\Downloads\inpresrepli\log/tableA1.log
  log type:  text
 opened on:  24 Sep 2022, 16:54:38

. *use supa2,clear;
. use inpresdata, clear;

. *EDUCATION;
. anova yeduc birthpl p504th p504th*ch71 nin*p504th, reg cont(nin ch71) ;

      Source |       SS           df       MS      Number of obs   =   152,989
          107   -1.826371   .4872854    -3.75   0.000    -2.781441   -.8713018
          108   -.4990465   .4829024    -1.03   0.301    -1.445525    .4474324
          109    .4364995    .479523     0.91   0.363    -.5033558    1.376355
          110   -2.037861    .485486    -4.20   0.000    -2.989403   -1.086318
          111     .165062   .4827163     0.34   0.732    -.7810521    1.111176
          112   -.1360949   .4819353    -0.28   0.778    -1.080678    .8084884
          113    1.159722   .4837822     2.40   0.017     .2115184    2.107925
          114    .1868212   .4877117     0.38   0.702    -.7690837    1.142726
          115   -.4215095   .4803762    -0.88   0.380    -1.363037    .5200182
          116   -.5748733   .4855329    -1.18   0.236    -1.526508    .3767613
          117   -.8629472   .4816842    -1.79   0.073    -1.807038    .0811439
          118   -1.276089   .4866002    -2.62   0.009    -2.229815   -.3223623
          119   -1.913906   .4846382    -3.95   0.000    -2.863787   -.9640255
          120   -1.522609   .4886981    -3.12   0.002    -2.480447   -.5647708
          121   -1.258377   .4827334    -2.61   0.009    -2.204524   -.3122292
          122   -.4830197   .4853112    -1.00   0.320     -1.43422    .4681804
          123   -1.413548   .4847015    -2.92   0.004    -2.363553   -.4635426
          124   -1.313022   .4860843    -2.70   0.007    -2.265737   -.3603065
          125   -.1305685   .4820635    -0.27   0.787    -1.075403    .8142661
          126   -1.356229    .486828    -2.79   0.005    -2.310402   -.4020565
          127    -1.87255   .4846959    -3.86   0.000    -2.822544    -.922556
          128   -2.699225   .4878055    -5.53   0.000    -3.655313   -1.743136
          129   -1.553567   .4812535    -3.23   0.001    -2.496813   -.6103197
          130   -1.588888   .4833323    -3.29   0.001     -2.53621    -.641567
          131   -1.484972   .4816277    -3.08   0.002    -2.428952   -.5409911
          132   -1.726171     .48578    -3.55   0.000     -2.67829   -.7740523
          133    1.658144   .4891424     3.39   0.001     .6994352    2.616853
          134    2.141321   .4806177     4.46   0.000     1.199321    3.083322
          135    1.479823   .4942407     2.99   0.003     .5111215    2.448525
          136    1.674466   .4791856     3.49   0.000     .7352718     2.61366
          137   -.4369145   .4933413    -0.89   0.376    -1.403853    .5300243
          138   -.6579045   .4870311    -1.35   0.177    -1.612476    .2966665
          139    .1295914   .4912347     0.26   0.792    -.8332186    1.092401
          140    .4558788   .4842264     0.94   0.346    -.4931951    1.404953
          141   -.7092879   .4867159    -1.46   0.145    -1.663241    .2446653
          142     1.97083   .4887478     4.03   0.000     1.012894    2.928766
          143    3.010227   .4791867     6.28   0.000     2.071031    3.949423
          144   -.7970103    .488258    -1.63   0.103    -1.753986    .1599654
          145   -1.271508   .4826167    -2.63   0.008    -2.217427   -.3255891
          146   -1.121016   .4888649    -2.29   0.022    -2.079181   -.1628507
          147    .0319962   .4836474     0.07   0.947    -.9159427    .9799352
          148   -.7179901   .4873251    -1.47   0.141    -1.673137    .2371571
          149   -.2357113   .4868941    -0.48   0.628    -1.190014    .7185912
          150   -.4881101   .5081798    -0.96   0.337    -1.484132     .507912
          151   -1.704124   .4826187    -3.53   0.000    -2.650047   -.7582015
          152    -1.65394   .5019439    -3.30   0.001     -2.63774   -.6701407
          153   -.5419156   .4906046    -1.10   0.269    -1.503491    .4196594
          154   -3.199434   .4914804    -6.51   0.000    -4.162725   -2.236142
          155   -2.678491   .4925089    -5.44   0.000    -3.643798   -1.713183
          156   -2.959572   .4833511    -6.12   0.000     -3.90693   -2.012213
          157   -2.261959   .4869433    -4.65   0.000    -3.216358    -1.30756
          158    .5696677    .487929     1.17   0.243    -.3866631    1.525999
          159   -.7707093   .4844264    -1.59   0.112    -1.720175    .1787565
          160   -.2716588   .4829875    -0.56   0.574    -1.218304    .6749868
          161   -.6107553   .4822125    -1.27   0.205    -1.555882    .3343713
          162   -.0622469   .4833695    -0.13   0.898    -1.009641    .8851474
          163   -.2639134    .488688    -0.54   0.589    -1.221732    .6939051
          164   -1.730692   .4867894    -3.56   0.000    -2.684789   -.7765945
          165   -1.506086   .4832033    -3.12   0.002    -2.453155   -.5590178
          166   -2.685448   .4872969    -5.51   0.000     -3.64054   -1.730356
          167   -.8460356    .482637    -1.75   0.080    -1.791994    .0999231
          168   -.4214535   .4892227    -0.86   0.389     -1.38032    .5374129
          169   -3.059607   .4833626    -6.33   0.000    -4.006987   -2.112226
          170   -4.963029   .4866213   -10.20   0.000    -5.916797   -4.009262
          171   -2.238592   .4913757    -4.56   0.000    -3.201678   -1.275506
          172   -2.709118   .4888069    -5.54   0.000    -3.667169   -1.751066
          173    1.329413   .4955246     2.68   0.007     .3581946    2.300631
          174    .5890271   .4987885     1.18   0.238    -.3885882    1.566642
          175    1.236361   .4966711     2.49   0.013     .2628959    2.209826
          176   -.2964675   .5029494    -0.59   0.556    -1.282238     .689303
          177   -.2219654   .5078102    -0.44   0.662    -1.217263    .7733321
          178    1.186282   .5052371     2.35   0.019     .1960278    2.176536
          179    1.975731   .5072596     3.89   0.000     .9815127     2.96995
          180     3.01311    .493411     6.11   0.000     2.046035    3.980186
          181   -1.308765   .5159208    -2.54   0.011     -2.31996   -.2975711
          182    .8542788   .4830331     1.77   0.077    -.0924561    1.801014
          183    .5650945   .4861968     1.16   0.245    -.3878412     1.51803
          184     .388117   .4847203     0.80   0.423    -.5619249    1.338159
          185    -1.36985   .4885248    -2.80   0.005    -2.327348    -.412351
          186   -1.707657   .4897473    -3.49   0.000    -2.667552   -.7477623
          187   -2.152857   .4869427    -4.42   0.000    -3.107254   -1.198459
          188   -.7019609   .4976735    -1.41   0.158    -1.677391    .2734689
          189    1.492284   .5211647     2.86   0.004     .4708119    2.513756
          190   -2.750492   .4900544    -5.61   0.000    -3.710988   -1.789995
          191   -2.301802   .4904043    -4.69   0.000    -3.262985    -1.34062
          192   -1.777598   .4861887    -3.66   0.000    -2.730518   -.8246785
          193   -.9947819   .4978572    -2.00   0.046    -1.970572    -.018992
          194   -.7095111   .5117136    -1.39   0.166    -1.712459    .2934371
          195     .105285   .4855905     0.22   0.828    -.8464624    1.057032
          196   -.2227358   .5048189    -0.44   0.659    -1.212171    .7666989
          197    -2.86276   .4867075    -5.88   0.000    -3.816697   -1.908823
          198   -2.507194   .4915096    -5.10   0.000    -3.470543   -1.543845
          199   -.7681771   .4912983    -1.56   0.118    -1.731112    .1947575
          200   -2.176748   .4903718    -4.44   0.000    -3.137867   -1.215629
          201    -2.03619   .4957941    -4.11   0.000    -3.007936   -1.064444
          202   -1.935936   .4884987    -3.96   0.000    -2.893383   -.9784887
          203   -.4084559   .4935453    -0.83   0.408    -1.375795    .5588827
          204    .5048295    .496324     1.02   0.309    -.4679555    1.477614
          205   -2.800092   .4940318    -5.67   0.000    -3.768384     -1.8318
          206   -.5320927    .495674    -1.07   0.283    -1.503604    .4394182
          207   -.9963486   .4905292    -2.03   0.042    -1.957776   -.0349214
          208   -1.137754   .4865524    -2.34   0.019    -2.091387   -.1841213
          209   -1.729332   .4858846    -3.56   0.000    -2.681655   -.7770076
          210   -1.712036   .4845342    -3.53   0.000    -2.661713    -.762359
          211     -2.3367   .4935658    -4.73   0.000    -3.304079   -1.369321
          212   -2.828198   .4958535    -5.70   0.000    -3.800061   -1.856335
          213    -2.56167   .4952178    -5.17   0.000    -3.532287   -1.591053
          214   -1.740553   .4971278    -3.50   0.000    -2.714914   -.7661933
          215    .7743686   .4993864     1.55   0.121    -.2044184    1.753156
          216   -1.402792   .5364579    -2.61   0.009    -2.454239    -.351346
          217   -.6636104    .497622    -1.33   0.182    -1.638939    .3117186
          218     .193279   .4926744     0.39   0.695    -.7723528    1.158911
          219    .5145234   .4982453     1.03   0.302    -.4620272    1.491074
          220   -1.043909   .4928695    -2.12   0.034    -2.009924   -.0778954
          221    1.699096   .6122924     2.77   0.006      .499015    2.899176
          222   -2.665872   .5169404    -5.16   0.000    -3.679065    -1.65268
          223   -1.761739   .5114734    -3.44   0.001    -2.764217    -.759262
          224    -1.44364   .4884791    -2.96   0.003    -2.401049   -.4862309
          225   -2.335919   .5113669    -4.57   0.000    -3.338188    -1.33365
          226   -1.412925   .4999092    -2.83   0.005    -2.392737   -.4331135
          227    -1.37889   .4848137    -2.84   0.004    -2.329115    -.428665
          228   -1.112077    .488254    -2.28   0.023    -2.069045   -.1551091
          229   -1.652836   .4831961    -3.42   0.001     -2.59989   -.7057813
          230   -.4443105    .492704    -0.90   0.367        -1.41    .5213792
          231    1.305537   .4849173     2.69   0.007      .355109    2.255965
          232   -2.675075   .5418101    -4.94   0.000    -3.737012   -1.613138
          233   -.0528375   .4984163    -0.11   0.916    -1.029723    .9240483
          234   -2.717889   .5608225    -4.85   0.000     -3.81709   -1.618688
          235   -.8458366   .4906531    -1.72   0.085    -1.807507    .1158334
          236    1.651296   .5103948     3.24   0.001     .6509326    2.651659
          237    2.032606   .5261785     3.86   0.000     1.001306    3.063905
          238   -1.259485   .4819955    -2.61   0.009    -2.204186   -.3147838
          239    -.257745   .4918493    -0.52   0.600     -1.22176    .7062697
          240    1.147689   .4808702     2.39   0.017     .2051934    2.090185
          241   -.4927857    .479201    -1.03   0.304     -1.43201    .4464384
          242   -.0495136   .4920496    -0.10   0.920    -1.013921    .9148936
          243    2.110041   .4941137     4.27   0.000     1.141588    3.078494
          244    .9841546   .5705198     1.73   0.085    -.1340526    2.102362
          245   -.1173793   .5000325    -0.23   0.814    -1.097433    .8626741
          246      .36953   .4889203     0.76   0.450    -.5887438    1.327804
          247   -.5785688   .4797953    -1.21   0.228    -1.518958    .3618202
          248    .1020799    .488285     0.21   0.834    -.8549487    1.059108
          249   -1.146057   .4942856    -2.32   0.020    -2.114847   -.1772674
          250   -.9533874   .4906247    -1.94   0.052    -1.915002     .008227
          251   -3.454178   .4917429    -7.02   0.000    -4.417984   -2.490373
          252   -2.175384   .4901785    -4.44   0.000    -3.136124   -1.214644
          253   -2.420534   .4917902    -4.92   0.000    -3.384433   -1.456635
          254   -2.035103   .4906357    -4.15   0.000    -2.996738   -1.073467
          255   -2.132249   .4883263    -4.37   0.000    -3.089359    -1.17514
          256   -2.638902   .4928962    -5.35   0.000    -3.604969   -1.672836
          257   -1.608526   .4867321    -3.30   0.001    -2.562511   -.6545409
          258   -1.000308    .498746    -2.01   0.045     -1.97784   -.0227764
          259   -1.558578   .4930449    -3.16   0.002    -2.524936   -.5922203
          260   -.4459215   .4891135    -0.91   0.362    -1.404574    .5127309
          261   -2.151738   .4837807    -4.45   0.000    -3.099939   -1.203538
          262   -.6624134   .4899963    -1.35   0.176    -1.622796    .2979694
          263    .1234028   .4977259     0.25   0.804    -.8521297    1.098935
          264    .0309038   .4937454     0.06   0.950    -.9368271    .9986347
          265    .5268777   .4903505     1.07   0.283    -.4341993    1.487955
          266    .3134184   .4857749     0.65   0.519    -.6386904    1.265527
          267   -1.845689   .4862434    -3.80   0.000    -2.798716   -.8926618
          268   -1.078436   .4926244    -2.19   0.029     -2.04397   -.1129026
          269   -1.766478   .5249283    -3.37   0.001    -2.795326   -.7376288
          270    2.295721   .4760716     4.82   0.000      1.36263    3.228811
          271    1.279056   .5056679     2.53   0.011     .2879569    2.270154
          272   -.3865331   .4840101    -0.80   0.425    -1.335183    .5621167
          273   -.4464813   .4979168    -0.90   0.370    -1.422388    .5294256
          274    .3850783   .4979947     0.77   0.439     -.590981    1.361138
          275    -.322367   .5207009    -0.62   0.536     -1.34293    .6981961
          276    .5940819    .485939     1.22   0.222    -.3583485    1.546512
          277   -.1501895   .4891089    -0.31   0.759    -1.108833    .8084539
          278    .1121041   .5478343     0.20   0.838    -.9616399    1.185848
          279   -1.295129   .5561184    -2.33   0.020     -2.38511   -.2051487
          280    2.459552   .4947583     4.97   0.000     1.489836    3.429268
          281   -3.536141   .4923663    -7.18   0.000    -4.501169   -2.571113
          282    -4.79749   .4898977    -9.79   0.000    -5.757679   -3.837301
          283   -1.215688     .48419    -2.51   0.012    -2.164691    -.266686
          284   -4.927478   .4925422   -10.00   0.000    -5.892851   -3.962106
          285   -2.136549   .4908914    -4.35   0.000    -3.098686   -1.174412
          286   -1.741591   .4988353    -3.49   0.000    -2.719298   -.7638837
          287   -3.434713   .4988346    -6.89   0.000    -4.412419   -2.457007
          288   -1.989016   .4852095    -4.10   0.000    -2.940016   -1.038015
          289   -.4221745   .4900983    -0.86   0.389    -1.382757    .5384082
          290   (dropped)
p504th
           1     .9541727   .2382538     4.00   0.000     .4872003    1.421145
           2     .4731775   .2167867     2.18   0.029       .04828    .8980749
           3     .4532549   .2116689     2.14   0.032     .0383882    .8681215
           4     .5261714   .2115505     2.49   0.013     .1115368     .940806
           5     .2651132   .1965573     1.35   0.177    -.1201352    .6503615
           6     .8885669   .2144584     4.14   0.000     .4682328    1.308901
           7     .5734391   .2073797     2.77   0.006     .1669791    .9798991
           8     1.003503   .2011966     4.99   0.000     .6091617    1.397844
           9     1.275665    .203078     6.28   0.000     .8776367    1.673694
          10      .593319   .1878065     3.16   0.002     .2252221    .9614158
          11     1.367351    .218462     6.26   0.000     .9391697    1.795532
          12     1.731912    .204073     8.49   0.000     1.331933    2.131891
          13     1.682672   .1999827     8.41   0.000      1.29071    2.074634
          14     1.760324   .2047201     8.60   0.000     1.359076    2.161571
          15     1.251567   .1870824     6.69   0.000     .8848898    1.618245
          16     2.327073   .2085499    11.16   0.000      1.91832    2.735827
          17     2.076272   .2001322    10.37   0.000     1.684017    2.468527
          18     2.189038   .1958903    11.17   0.000     1.805097    2.572979
          19     2.395813   .1976175    12.12   0.000     2.008486    2.783139
          20     2.060486   .1895727    10.87   0.000     1.688927    2.432045
          21     2.438015   .2025743    12.04   0.000     2.040974    2.835057
          22     2.064412   .1950298    10.59   0.000     1.682158    2.446667
          23    (dropped)
p504th*ch71
        1       -1.39e-06   7.68e-07    -1.80   0.071    -2.89e-06    1.21e-07
        2       -4.30e-07   6.99e-07    -0.62   0.538    -1.80e-06    9.40e-07
        3       -5.69e-07   6.86e-07    -0.83   0.407    -1.91e-06    7.76e-07
        4       -4.88e-08   6.87e-07    -0.07   0.943    -1.40e-06    1.30e-06
        5       -1.24e-06   6.39e-07    -1.95   0.052    -2.50e-06    9.02e-09
        6       -1.12e-06   7.01e-07    -1.60   0.109    -2.50e-06    2.49e-07
        7       -2.02e-07   6.77e-07    -0.30   0.765    -1.53e-06    1.13e-06
        8       -1.77e-06   6.61e-07    -2.67   0.007    -3.06e-06   -4.72e-07
        9       -2.32e-06   6.63e-07    -3.50   0.000    -3.62e-06   -1.02e-06
       10       -9.59e-07   6.09e-07    -1.58   0.115    -2.15e-06    2.34e-07
       11       -1.95e-06   6.98e-07    -2.80   0.005    -3.32e-06   -5.85e-07
       12       -1.72e-06   6.71e-07    -2.57   0.010    -3.04e-06   -4.08e-07
       13       -1.63e-06   6.47e-07    -2.52   0.012    -2.90e-06   -3.61e-07
       14       -1.32e-06   6.62e-07    -1.99   0.047    -2.61e-06   -1.87e-08
       15       -1.52e-07   6.07e-07    -0.25   0.802    -1.34e-06    1.04e-06
       16       -1.45e-06   6.71e-07    -2.16   0.031    -2.77e-06   -1.34e-07
       17       -3.65e-07   6.50e-07    -0.56   0.574    -1.64e-06    9.08e-07
       18       -1.01e-06   6.38e-07    -1.58   0.114    -2.26e-06    2.41e-07
       19       -1.51e-06   6.40e-07    -2.36   0.018    -2.76e-06   -2.54e-07
       20       -1.32e-06   6.11e-07    -2.16   0.031    -2.52e-06   -1.22e-07
       21       -8.38e-07   6.57e-07    -1.28   0.202    -2.13e-06    4.50e-07
       22        1.57e-07   6.40e-07     0.24   0.807    -1.10e-06    1.41e-06
       23       (dropped)
nin*p504th
           1    -.0722826   .0736921    -0.98   0.327    -.2167175    .0721524
           2     .0116921   .0679039     0.17   0.863     -.121398    .1447823
           3     .0666108   .0659693     1.01   0.313    -.0626878    .1959094
           4      .039237   .0655436     0.60   0.549    -.0892271    .1677012
           5     .0479654   .0609573     0.79   0.431    -.0715096    .1674405
           6     .0105932   .0667191     0.16   0.874    -.1201749    .1413613
           7     .0869343   .0649677     1.34   0.181     -.040401    .2142696
           8    -.0211437   .0624368    -0.34   0.735    -.1435185    .1012311
           9    -.0301098   .0629113    -0.48   0.632    -.1534147    .0931951
          10      .080631   .0582624     1.38   0.166    -.0335622    .1948241
          11     .0636377   .0685896     0.93   0.354    -.0707965    .1980719
          12    -.0067301   .0635625    -0.11   0.916    -.1313112     .117851
          13     .0388298   .0624165     0.62   0.534    -.0835052    .1611648
          14     .0869072   .0637216     1.36   0.173    -.0379859    .2118002
          15     .1679803   .0580466     2.89   0.004     .0542102    .2817503
          16     .1162834   .0651051     1.79   0.074    -.0113213    .2438881
          17     .1509648   .0616163     2.45   0.014     .0301982    .2717315
          18     .1650305   .0600378     2.75   0.006     .0473576    .2827034
          19     .1279969   .0608517     2.10   0.035     .0087288    .2472649
          20     .1385108   .0581394     2.38   0.017     .0245588    .2524628
          21     .1364294    .061909     2.20   0.028      .015089    .2577699
          22     .1719646   .0592082     2.90   0.004     .0559177    .2880116
          23    (dropped)
------------------------------------------------------------------------------

. display "N.OBS  " e(N);
N.OBS  152989

. display "R. squared" e(r2);
R. squared.19029626

. test nin*p504th;

                  Source |  Partial SS    df       MS           F     Prob > F
              -----------+----------------------------------------------------
              nin*p504th |  774.018231    22  35.1826469       2.54     0.0001
                Residual |  2116793.81152633    13.86852   

. for X in num 1/23:
> display "coeff X= " _b[nin*p504th[X]]\
> display "se X= " _se[nin*p504th[X]];

->  display `"coeff 1= "' _b[nin*p504th[1]]
coeff 1= -.07228256

->  display `"se 1= "' _se[nin*p504th[1]]
se 1= .07369206

->  display `"coeff 2= "' _b[nin*p504th[2]]
coeff 2= .01169214

->  display `"se 2= "' _se[nin*p504th[2]]
se 2= .06790386

->  display `"coeff 3= "' _b[nin*p504th[3]]
coeff 3= .06661082

->  display `"se 3= "' _se[nin*p504th[3]]
se 3= .06596935

->  display `"coeff 4= "' _b[nin*p504th[4]]
coeff 4= .03923704

->  display `"se 4= "' _se[nin*p504th[4]]
se 4= .06554361

->  display `"coeff 5= "' _b[nin*p504th[5]]
coeff 5= .04796543

->  display `"se 5= "' _se[nin*p504th[5]]
se 5= .06095728

->  display `"coeff 6= "' _b[nin*p504th[6]]
coeff 6= .01059318

->  display `"se 6= "' _se[nin*p504th[6]]
se 6= .0667191

->  display `"coeff 7= "' _b[nin*p504th[7]]
coeff 7= .08693432

->  display `"se 7= "' _se[nin*p504th[7]]
se 7= .06496766

->  display `"coeff 8= "' _b[nin*p504th[8]]
coeff 8= -.02114373

->  display `"se 8= "' _se[nin*p504th[8]]
se 8= .06243678

->  display `"coeff 9= "' _b[nin*p504th[9]]
coeff 9= -.0301098

->  display `"se 9= "' _se[nin*p504th[9]]
se 9= .06291133

->  display `"coeff 10= "' _b[nin*p504th[10]]
coeff 10= .08063097

->  display `"se 10= "' _se[nin*p504th[10]]
se 10= .05826243

->  display `"coeff 11= "' _b[nin*p504th[11]]
coeff 11= .0636377

->  display `"se 11= "' _se[nin*p504th[11]]
se 11= .06858959

->  display `"coeff 12= "' _b[nin*p504th[12]]
coeff 12= -.0067301

->  display `"se 12= "' _se[nin*p504th[12]]
se 12= .06356246

->  display `"coeff 13= "' _b[nin*p504th[13]]
coeff 13= .03882978

->  display `"se 13= "' _se[nin*p504th[13]]
se 13= .06241645

->  display `"coeff 14= "' _b[nin*p504th[14]]
coeff 14= .08690715

->  display `"se 14= "' _se[nin*p504th[14]]
se 14= .06372162

->  display `"coeff 15= "' _b[nin*p504th[15]]
coeff 15= .16798025

->  display `"se 15= "' _se[nin*p504th[15]]
